isocode	year	pop	xrat	openc	rgdpl	rgdpwok
BOL	1973	4679.9229	.00002001	51.851852	3071.8237	7829.8101
BOL	1974	4796.2402	.00002001	60.465115	3116.9126	7936.4644
BOL	1975	4914.3159	.00002001	59.574467	3260.2288	8314.7861
BOL	1976	4955.7441	.00002001	56.363636	3401.9756	8664.1152
BOL	1977	5079.7158	.00002001	56.25	3489.2427	8889.1162
BOL	1978	5204.6221	.00002001	53.333332	3455.1995	8811.3135
BOL	1979	5326.981	.0000204033	52.222221	3435.7512	8751.6445
BOL	1980	5441.2979	.00002452	45.967743	3332.4946	8476.459
BOL	1981	5545.2241	.00002452	45.161289	3311.4211	8398.5
BOL	1982	5642.2241	.0000640717	60.199005	3135.0828	7875.4487
BOL	1983	5737.4341	.00023163	55.471954	2905.1182	7252.002
BOL	1984	5834.293	.003135909	54.493389	2855.8386	7094.4512
BOL	1985	5934.9351	.440029008	45.665432	2774.9009	6862.9634
BOL	1986	6041.3501	1.921958333	48.88028	2637.7986	6480.9648
BOL	1987	6156.3691	2.05485	46.222614	2687.5344	6570.2808
BOL	1988	6283.1641	2.350241667	41.906254	2701.3538	6558.1548
BOL	1989	6423.1348	2.691683333	45.654739	2757.6597	6668.0229
BOL	1990	6573.8999	3.17265	46.703266	2805.8359	6773.3735
BOL	1991	6731.4839	3.580608333	48.444962	2865.7952	6916.0791
BOL	1992	6893.4512	3.900516667	49.109657	2843.0422	6834.9702
BOL	1993	7054.3428	4.265083333	47.469131	2899.2905	6963.4634
BOL	1994	7214.813	4.620516667	48.860184	2982.4561	7140.6353
BOL	1995	7374.8711	4.800341667	49.739407	3053.0938	7288.5825
BOL	1996	7534.395	5.0746125	49.856289	3103.7769	7376.7725
BOL	1997	7695.1489	5.254258333	50.469662	3158.3774	7478.1309
BOL	1998	7858.896	5.510133333	52.281162	3215.6567	7578.7891
BOL	1999	8025.5552	5.812408333	44.168255	3192.9905	7500.5991
BOL	2000	8195.1006	6.183541667	45.597775	3221.2556	7548.021
BOL	2001	8367.4482	6.606916667	45.227821	3235.1477	7513.2871
BOL	2002	8542.4883	7.17	49.350262	3235.741	7472.917
BOL	2003	8719.0645	7.659166667	51.967834	3278.6377	7512.417
BOL	2004	8895.9648	7.936266667	57.464268	3366.4385	7661.3325
BOL	2005	9072.9443	8.066062499999999	67.641945	3428.7141	7757.0229
BOL	2006	9249.71	8.011616667	74.537849	3535.3777	7933.4526
BOL	2007	9425.9355	7.851245161	76.061913	3619.4954	8029.7881
BOL	2008	9601	7.02	82.86702	3742.1941	8231.2646
BOL	2009	9775	7.02	68.627075	3791.6746	
BIH	1950	2662				
BIH	1951	2721				
BIH	1952	2791				
BIH	1953	2863				
BIH	1954	2916				
BIH	1955	2974				
BIH	1956	3025				
BIH	1957	3076				
BIH	1958	3126				
BIH	1959	3185				
BIH	1960	3240				
BIH	1961	3299				
BIH	1962	3349				
BIH	1963	3399				
BIH	1964	3445				
BIH	1965	3493				
BIH	1966	3541				
BIH	1967	3585				
BIH	1968	3627				
BIH	1969	3669				
BIH	1970	3703				
BIH	1971	3761				
BIH	1972	3819				
BIH	1973	3872				
BIH	1974	3925				
BIH	1975	3980				
BIH	1976	4033				
BIH	1977	4086				
BIH	1978	4135				
BIH	1979	4181				
BIH	1980	4092				
BIH	1981	4135.7432				
BIH	1982	4172.6929				
BIH	1983	4207.2749				
BIH	1984	4241.4009				
BIH	1985	4275.355				
BIH	1986	4307.6851				
BIH	1987	4338.9771				
BIH	1988	4369.894				
BIH	1989	4398.3218				
BIH	1990	4423.646	.000114981	98.676163	1756.3531	3830.6948
BIH	1991	4449.4058	.000196236	99.008011	1581.2998	3533.8767
BIH	1992	4256.0132	.0034673	97.225822	1551.6698	3526.2334
BIH	1993	3955.0161	.3381268	99.79438	1628.0602	3728.8188
BIH	1994	3784.9829	.77625	100.00352	1884.7585	4279.3735
BIH	1995	3708.96	1.4	91.87957	2266.0525	4865.209
BIH	1996	3608.4951	1.5	107.50005	3511.6177	7096.752
BIH	1997	3607	1.734055833	100.63096	4787.8364	9595.9414
BIH	1998	3817.575	1.759667583	125.66663	5293.3218	10584.303
BIH	1999	3958.6531	1.835795385	121.82059	5651.8481	11302.855
BIH	2000	4035.457	2.122859512	113.63465	5884.4546	11749.276
BIH	2001	4111.293	2.185659583	110.28336	5333.2734	10602.109
BIH	2002	4165.416	2.078170426	103.18298	4833.1924	9576.6885
BIH	2003	4243.1812	1.732932204	105.80178	4332.4116	8540.8271
BIH	2004	4345.5908	1.575157028	94.71759	4716.8359	9257.8145
BIH	2005	4430.4941	1.57272202	99.394669	4982.0698	9731.1895
BIH	2006	4498.9761	1.559071956	92.076195	5359.8096	10434.445
BIH	2007	4552.1982	1.429002742	93.637947	6245.4561	12142.896
BIH	2008	4590	1.41	93.489021	6839.4761	13285.659
BIH	2009	4613	1.36	76.258583	7116.8599	
BWA	1950	430.41299	.71			
BWA	1951	436.32001	.71			
BWA	1952	442.30801	.71			
BWA	1953	448.37701	.71			
BWA	1954	454.64001	.71			
BWA	1955	461.10001	.71			
BWA	1956	467.76501	.71			
BWA	1957	474.63901	.71			
BWA	1958	481.73099	.71			
BWA	1959	489.07999	.71			
BWA	1960	496.69501	.714286029	62.201885	578.06305	1276.8579
BWA	1961	504.58499	.714286029	66.165634	616.15118	1378.8184
BWA	1962	512.76398	.714286029	69.355095	656.80743	1488.498
BWA	1963	521.237	.714286029	73.10614	674.36682	1547.7095
BWA	1964	529.966	.714286029	74.362129	708.43469	1648.6899
BWA	1965	538.09998	.714286029	79.460747	628.73682	1471.5
BWA	1966	545.96503	.714286029	80.972366	708.91443	1687.2643
BWA	1967	553.54102	.714286029	84.83165	844.81702	2035.6997
BWA	1968	561.94098	.714286029	85.677338	986.98083	2410.4839
BWA	1969	571.87402	.714286029	85.599144	913.93695	2252.196
BWA	1970	583.99902	.71641352	85.569252	1118.4012	2807.2737
BWA	1971	599.64697	.715216999	94.713654	1410.2401	3551.8618
BWA	1972	619.35101	.7691228530000001	101.53994	1774.613	4484.4741
BWA	1973	643.07599	.694114138	100.79669	2039.7667	5167.3169
BWA	1974	671.76898	.679477004	104.64625	2183.0806	5550.0645
BWA	1975	704.591	.739507701	109.132	2094.6274	5331.0239
BWA	1976	741.27301	.8695649989999999	107.38769	2308.4744	5880.6465
BWA	1977	781.47198	.8419596660000001	123.29626	2194.8052	5580.2236
BWA	1978	822.24701	.8281569989999999	116.91337	2525.4319	6450.0278
BWA	1979	862.60199	.815006666	123.01994	2713.5627	6958.3535
BWA	1980	900.47601	.777224999	116.36858	2980.8774	7679.6909
BWA	1981	934.43799	.836738332	122.53569	3064.2388	7911.4814
BWA	1982	970.651	1.029660833	122.88032	2963.6917	7671.4912
BWA	1983	1007.017	1.096925833	128.56647	3246.7168	8405.8818
BWA	1984	1043.396	1.298373333	123.88382	3586.9519	9291.5908
BWA	1985	1079.692	1.902566666	115.05524	3770	9760.792
BWA	1986	1115.756	1.879144167	119.03247	3908.3218	10043.015
BWA	1987	1152.012	1.678940833	116.24671	4148.3032	10634.288
BWA	1988	1188.941	1.8285875	128.78596	4089.176	10305.517
BWA	1989	1226.517	2.014885833	106.50642	5534.0415	14057.271
BWA	1990	1264.6121	1.860465833	106.4939	5763.8579	14505.503
BWA	1991	1303.104	2.021556667	105.06503	5952.8955	14768.295
BWA	1992	1344.726	2.109725	95.44326	5851.4756	14262.422
BWA	1993	1389.35	2.423075	84.521835	5752.0474	13794.071
BWA	1994	1433.688	2.6846455	87.438751	5704.6895	13465.639
BWA	1995	1477.5909	2.772206667	88.507996	5584.2417	12953.73
BWA	1996	1520.912	3.324196667	89.489616	5630.4121	12851.807
BWA	1997	1563.1899	3.650763333	108.52625	6847.5015	15411.576
BWA	1998	1604.007	4.22588	100.99839	7042.3613	15620.32
BWA	1999	1642.943	4.62439525	102.62894	7978.5884	17450.66
BWA	2000	1679.6801	5.101815833	92.047226	8571.1445	18491.766
BWA	2001	1714.009	5.841158925	93.640671	8187.6011	17434.494
BWA	2002	1746.177	6.327800688	89.865143	8765.8057	18461.863
BWA	2003	1777.092	4.949928608	81.231148	8873.3633	18471.932
BWA	2004	1807.832	4.69288739	83.003799	9638.2148	19868.328
BWA	2005	1840.116	5.110354435	83.958969	9306.0596	18963.24
BWA	2006	1875.778	5.836571193	83.359932	9660.3838	19477.557
BWA	2007	1913.422	6.138819205	90.499168	9754.5479	19493.943
BWA	2008	1952	7.52	95.688354	10913.782	21606.65
BWA	2009	1991	6.67	93.59108	8867.5674	
BRA	1950	53443.074	6.63000000000e-15	8.8346243	1969.7618	5707.6577
BRA	1951	54995.531	6.66000000000e-15	11.324393	2013.9474	5874.3643
BRA	1952	56602.559	6.66000000000e-15	8.1673374	2145.9622	6293.4888
BRA	1953	58266.355	7.19000000000e-15	6.5682607	2166.1318	6327.7031
BRA	1954	59989.219	1.10000000000e-14	7.7318358	2295.0806	6751.2212
BRA	1955	61773.547	1.50000000000e-14	7.4844127	2369.0767	6993.3711
BRA	1956	63631.992	1.73000000000e-14	6.6498318	2374.6133	7033.3135
BRA	1957	65551.172	1.83000000000e-14	6.3161235	2542.5974	7581.0288
BRA	1958	67533.211	2.31000000000e-14	6.3560324	2627.1426	7853.3037
BRA	1959	69580.328	3.65000000000e-14	7.3371043	2744.7954	8250.8877
BRA	1960	71694.813	6.80000000000e-14	6.6513915	2866.0305	8631.8955
BRA	1961	73832.898	9.80000000000e-14	6.9579206	3181.8745	9547.0801
BRA	1962	76039.391	1.41000000000e-13	4.1897292	3255.26	9734.5479
BRA	1963	78316.602	2.09000000000e-13	8.4751205	3363.1719	10013.407
BRA	1964	80666.938	4.55000000000e-13	5.6372476	3409.8281	10121.267
BRA	1965	83092.906	6.90000000000e-13	6.3502131	3556.9009	10521.242
BRA	1966	85557.438	8.07000000000e-13	6.0498862	3593.8188	10597.778
BRA	1967	88049.82	9.68000000000e-13	5.2907081	3693.8574	10854.61
BRA	1968	90569.086	1.23000000000e-12	5.8366356	4001.4924	11721.013
BRA	1969	93114.242	1.48000000000e-12	6.2937117	4122.4482	12057.903
BRA	1970	95684.297	1.67000000000e-12	6.7969069	4471.0278	13019.455
BRA	1971	98265.148	1.92000000000e-12	6.7840047	4892.9199	14098.864
BRA	1972	100873.81	2.16000000000e-12	7.5170836	5339.583	15227.355
BRA	1973	103513.08	2.23000000000e-12	8.4514275	5916.228	16704.227
BRA	1974	106181.88	2.47000000000e-12	10.192507	6290.0264	17583.672
BRA	1975	108878.69	2.95000000000e-12	9.1102724	6382.7261	17670.309
BRA	1976	111602.84	3.88000000000e-12	7.7490711	6953.1357	19049.344
BRA	1977	114373.15	5.14000000000e-12	10.028878	7052.1782	19117.84
BRA	1978	117206.74	6.57000000000e-12	12.428064	7223.9072	19391.215
BRA	1979	120101.25	9.79000000000e-12	12.399138	7580.0142	20142.541
BRA	1980	123019.63	1.92000000000e-11	15.941277	8025.2993	21132.047
BRA	1981	125992.13	3.38000000000e-11	19.688665	7366.8921	19111.469
BRA	1982	129027.66	6.52000000000e-11	9.302906	7298.6631	18762.65
BRA	1983	131960.13	2.10000000000e-10	18.401402	6870.042	17423.471
BRA	1984	134699.47	6.72000000000e-10	18.77084	6956.3594	17559.779
BRA	1985	137381.98	2.25000000000e-09	17.187048	7113.2637	17895.512
BRA	1986	140196.28	4.96000000000e-09	13.424097	7826.5801	19557.244
BRA	1987	143026.55	1.43000000000e-08	13.967044	7834.9717	19119.859
BRA	1988	145872.75	9.54000000000e-08	14.915816	7587.3584	18411.576
BRA	1989	148658.64	1.03000000000e-06	11.937118	7516.5151	18124.381
BRA	1990	151170.06	.0000248364	11.672634	7197.5684	17149.602
BRA	1991	153583.95	.000147857	13.727916	7145.0332	16450.502
BRA	1992	156032.06	.001641088	15.946329	6996.2124	15531.732
BRA	1993	158512.05	.032163105	16.233667	7205.3179	15890.824
BRA	1994	161017.06	.639312106	15.498775	7486.272	16327.555
BRA	1995	163544.28	.917666667	14.221118	7644.2471	16500.008
BRA	1996	166085.86	1.0051	13.205998	7692.3472	16881.053
BRA	1997	168638.73	1.077991667	14.025366	7824.7642	16847.215
BRA	1998	171201.16	1.160516667	13.98672	7743.1079	16527.738
BRA	1999	173763.88	1.813932847	17.867531	7610.105	15951.391
BRA	2000	176319.63	1.829423122	19.311522	7787.1782	16273.994
BRA	2001	178869.66	2.349631709	22.745617	7820.0708	16279.591
BRA	2002	181417.59	2.920363018	23.529877	7945.1836	16245.503
BRA	2003	183959.92	3.077475119	24.03067	7793.6294	15824.693
BRA	2004	186488.59	2.92511945	25.75177	8157.7012	16310.832
BRA	2005	188993.08	2.434390036	23.591949	8349.9473	16440.127
BRA	2006	191469	2.175326667	22.854637	8606.5059	16688.41
BRA	2007	193918.58	1.947058333	22.275494	9040.1885	17562.563
BRA	2008	196343	2.34	24.184902	9316.1367	17896.525
BRA	2009	198739	1.74	19.880087	9355.7266	
BRN	1950	44.983002	3.06			
BRN	1951	47.632	3.06			
BRN	1952	50.633999	3.06			
BRN	1953	53.678001	3.06			
BRN	1954	57.07	3.06			
BRN	1955	60.983002	3.06			
BRN	1956	65.347	3.06			
BRN	1957	69.342003	3.06			
BRN	1958	73.521004	3.06			
BRN	1959	78.540001	3.06			
BRN	1960	83.037003	3.06			
BRN	1961	87.067001	3.06			
BRN	1962	90.821999	3.06			
BRN	1963	94.350998	3.06			
BRN	1964	98.170998	3.06			
BRN	1965	102.414	3.06			
BRN	1966	106.629	3.06			
BRN	1967	110.971	3.06			
BRN	1968	115.921	3.06			
BRN	1969	121.434	3.06			
BRN	1970	127.554	3.061220002	111.75256	59273.18	188885.98
BRN	1971	136.621	3.05226043	111.40718	61126.895	191570.17
BRN	1972	141.5	2.819555868	111.92403	64982.93	200277.78
BRN	1973	145.17	2.458579655	111.92645	69768.664	211568.97
BRN	1974	151	2.436866666	110.37107	75259.289	224691.7
BRN	1975	156.22301	2.371299999	113.47459	71898.563	211073.52
BRN	1976	161.62601	2.470841666	111.93368	85268.492	246672.88
BRN	1977	167.216	2.439399999	110.73152	91901.773	261832.39
BRN	1978	173	2.274024999	109.49448	95533.805	268116.81
BRN	1979	178.899	2.174558333	109.2093	113172.05	312988.91
BRN	1980	185.22	2.141208333	105.02103	99462.734	271192.13
BRN	1981	192.83099	2.112691666	106.85139	77209.383	209457.52
BRN	1982	198.862	2.140024999	106.5695	76401.648	205667.02
BRN	1983	204.951	2.113049999	107.25021	74233.563	198332.95
BRN	1984	211.22301	2.133083333	100.95309	72146.469	190273.44
BRN	1985	217.836	2.20015	101.77715	67513.055	175242.78
BRN	1986	224.731	2.177416667	102.69845	62430.617	158811.73
BRN	1987	231.81799	2.105983333	103.71849	60590.063	150548.28
BRN	1988	238.87801	2.012425	104.83654	58408.895	141920.02
BRN	1989	245.853	1.950258333	106.04896	55232.969	131385.25
BRN	1990	252.88699	1.812533333	107.34856	54353.629	127043.97
BRN	1991	259.254	1.72755	108.72393	54430.289	125486.18
BRN	1992	265.759	1.628966667	110.15884	51912.219	118757.12
BRN	1993	273.10699	1.615790833	111.63166	50290.094	114290.18
BRN	1994	280.50101	1.527444167	113.11516	49489.309	111938.64
BRN	1995	287.98999	1.417375	114.57641	49441.695	111080.93
BRN	1996	295.573	1.410040833	115.97729	49804.445	111138.54
BRN	1997	303.10999	1.484805833	117.27535	50624.305	111987.99
BRN	1998	310.52499	1.673601667	111.20572	45580.684	99882.109
BRN	1999	317.901	1.694956667	113.39659	47450.746	103143.29
BRN	2000	325.297	1.723963333	108.33249	49496.051	106671.62
BRN	2001	332.65399	1.7917225	108.16974	50246.813	107458.12
BRN	2002	339.98901	1.790588333	109.25677	51625.281	109744.28
BRN	2003	347.26001	1.742183333	105.50096	52026.434	109765.16
BRN	2004	354.30499	1.690228333	101.49234	51997.168	108930.1
BRN	2005	361.10999	1.6643975	102.46213	50007.137	104011.39
BRN	2006	367.819	1.588933333	102.2399	51721.465	106803.46
BRN	2007	374.577	1.507101667	100.02955	49063.004	100763.03
BRN	2008	381	1.4	106.79189	45521.504	92978.664
BRN	2009	388	1.44	103.06783	46205.625	
BGR	1950	7250.5				
BGR	1951	7258.2002				
BGR	1952	7274.8999				
BGR	1953	7346.1001	.0012			
BGR	1954	7423.2998	.0012			
BGR	1955	7499.3999	.0012			
BGR	1956	7575.7998	.0012			
BGR	1957	7651.2539	.0012			
BGR	1958	7727.5532	.0012			
BGR	1959	7797.7769	.0012			
BGR	1960	7867.374	.0012			
BGR	1961	7943.1182	.0012			
BGR	1962	8012.9458	.0012			
BGR	1963	8078.145	.0012			
BGR	1964	8144.3389	.0012			
BGR	1965	8201.4004	.0012			
BGR	1966	8258.0566	.0012			
BGR	1967	8310.2256	.0012			
BGR	1968	8369.6025	.0012			
BGR	1969	8434.1719	.0012			
BGR	1970	8489.5742	.00117	71.75975	2690.8835	5352.4951
BGR	1971	8536.3945	.00117	71.755707	2860.6992	5690.1655
BGR	1972	8576.2002	.00108	71.816841	3065.4102	6097.3003
BGR	1973	8620.9971	.000979167	71.706688	3298.7612	6561.1758
BGR	1974	8678.7451	.00097	71.743576	3524.0837	7009.2471
BGR	1975	8720.7422	.0012	72.000305	3815.637	7589.4331
BGR	1976	8755.0371	.0012	71.376175	4050.1638	8054.5444
BGR	1977	8797.0225	.0012	71.854225	4282.3535	8517.1738
BGR	1978	8803.2813	.00134	72.770508	4514.8848	8981.3906
BGR	1979	8811.5889	.0013	69.503799	4823.0488	9586.1914
BGR	1980	8843.5283	.000852	73.288353	5064.958	10075.968
BGR	1981	8869.4414	.000852	74.871666	5288.521	10546.423
BGR	1982	8892.0977	.000852	71.399025	5415.373	10786.889
BGR	1983	8910.2842	.000956	76.502785	5609.2388	11154.934
BGR	1984	8928.2715	.000985	81.610306	5783.8784	11524.417
BGR	1985	8943.5732	.00103	87.701797	5951.3389	11860.512
BGR	1986	8958.7695	.00094	86.248138	6153.3774	12507.526
BGR	1987	8971.958	.00087	83.928848	6538.2847	13528.471
BGR	1988	8982.0254	.00083	93.777298	7229.9199	15288.663
BGR	1989	8990.0547	.00084	96.69471	7008.0112	15018.491
BGR	1990	8894.0283	.00219	70.633842	6456.9233	13954.927
BGR	1991	8772.3682	.01778825	82.645935	6386.6274	13668.3
BGR	1992	8658.5059	.023341167	100.06083	6002.0171	12928.04
BGR	1993	8441.8721	.027593583	84.026917	6048.4653	13107.298
BGR	1994	8353.335	.054133667	90.728073	6206.5708	13535.816
BGR	1995	8255.8105	.067170833	90.918205	6424.4536	14123.359
BGR	1996	8161.0259	.177888667	105.44552	5872.6719	12960.207
BGR	1997	8066.0571	1.681879167	111.93364	5616.8525	12465.934
BGR	1998	7971.7739	1.760358333	93.899857	5844.8525	13053.438
BGR	1999	7893.2271	1.836383333	94.886612	6027.1895	13544.585
BGR	2000	7818.4951	2.123275	116.759	6425.6636	14531.516
BGR	2001	7738.416	2.184708333	118.71648	6738.5684	15400.876
BGR	2002	7661.7988	2.076975	110.88936	7219.9917	16542.311
BGR	2003	7588.3989	1.732701667	117.04765	7604.1592	17651.807
BGR	2004	7517.9731	1.575108917	126.34638	8072.8452	18333.764
BGR	2005	7450.3491	1.574133333	96.16433	9187.833	21089.578
BGR	2006	7385.3672	1.559266667	140.00552	9824.4551	21602.896
BGR	2007	7322.8579	1.42905	138.64992	10529.309	22484.889
BGR	2008	7263	1.39	136.94937	11191.848	23259.193
BGR	2009	7205	1.36	103.58768	10922.519	
BFA	1950	4376.1621	174.84			
BFA	1951	4422.8218	174.98			
BFA	1952	4469.979	174.98			
BFA	1953	4517.6392	174.98			
BFA	1954	4565.8081	174.98			
BFA	1955	4614.4902	174.98			
BFA	1956	4663.6909	174.89			
BFA	1957	4713.416	180.82			
BFA	1958	4763.6719	210.23			
BFA	1959	4814.4629	245.1950989	58.377995	601.10657	1117.2115
BFA	1960	4865.7959	245.1950989	21.259521	593.74536	1101.3861
BFA	1961	4890.688	245.2601013	21.862865	513.29248	961.43011
BFA	1962	4919.6318	245.0139008	21.892323	534.69397	1011.2365
BFA	1963	4952.6948	245.0164032	21.905233	521.29858	995.6319
BFA	1964	4989.9609	245.0272064	14.707	526.98926	1016.2768
BFA	1965	5031.519	245.0608978	16.518744	517.14166	1007.6714
BFA	1966	5077.4731	245.6784058	17.179647	511.61407	1006.5419
BFA	1967	5127.9351	246.0009003	19.272566	550.92535	1094.0179
BFA	1968	5183.0332	247.5646973	22.124889	566.67816	1138.9985
BFA	1969	5242.9038	259.9606018	22.954626	569.49249	1156.6656
BFA	1970	5303.7769	276.403137	22.222551	569.79291	1172.3042
BFA	1971	5366.0181	275.3564567	27.338715	525.2984	1087.9227
BFA	1972	5433.8862	252.0276275	27.579287	664.39252	1383.8065
BFA	1973	5507.5942	222.8891831	29.293718	612.40887	1283.9418
BFA	1974	5587.373	240.7046676	34.535175	629.49268	1329.3922
BFA	1975	5673.4722	214.3129003	35.809807	636.97247	1351.4449
BFA	1976	5764.606	238.9504943	37.246002	621.46179	1327.8455
BFA	1977	5891.063	245.6796866	37.584148	661.68915	1421.1202
BFA	1978	6025.5439	225.6558602	34.671707	718.26495	1553.1985
BFA	1979	6168.269	212.7216443	36.705692	686.65735	1499.2941
BFA	1980	6318.189	211.2795554	39.569424	665.91858	1462.3925
BFA	1981	6474.3701	271.7314526	39.687634	696.51385	1537.6943
BFA	1982	6637.2271	328.6062527	41.291241	692.12292	1538.2539
BFA	1983	6807.2808	381.066036	38.748581	644.75726	1437.7041
BFA	1984	6985.0391	436.9566658	44.358097	610.35547	1365.3872
BFA	1985	7170.9321	449.2629627	41.623554	665.5321	1501.0227
BFA	1986	7371.0991	346.3059036	39.065163	695.46869	1568.1936
BFA	1987	7591.8091	300.5365624	38.732384	673.66534	1519.5514
BFA	1988	7833.4912	297.8482188	35.247437	688.66388	1553.9391
BFA	1989	8091.541	319.0082995	32.713165	679.95593	1538.059
BFA	1990	8361.0391	272.264788	34.83762	658.04114	1490.8042
BFA	1991	8642.2451	282.1069088	33.595272	693.8974	1571.3263
BFA	1992	8934.9688	264.6918008	28.207724	670.22125	1516.6927
BFA	1993	9237.7041	283.1625795	29.455656	671.26038	1518.1982
BFA	1994	9570.6475	555.2046957	34.966198	656.8501	1479.4563
BFA	1995	9902.7793	499.1484259	40.747467	671.06226	1512.4908
BFA	1996	10220.18	511.5524303	38.180298	724.00555	1632.936
BFA	1997	10542.567	583.6693724	37.41642	745.93567	1681.7566
BFA	1998	10872.709	589.9517746	40.939785	775.28827	1745.2903
BFA	1999	11225.306	615.699132	34.054924	806.36481	1814.7719
BFA	2000	11587.75	711.9762744	34.718349	794.75458	1779.0541
BFA	2001	12039.362	733.0385070999999	32.803959	821.45325	1830.1497
BFA	2002	12584.957	696.9882036	29.995565	825.83594	1828.3586
BFA	2003	13065.394	581.2003139	30.521734	859.80243	1893.771
BFA	2004	13478.093	528.2848093	35.017551	871.52448	1912.7787
BFA	2005	13903.886	527.4681428	35.587997	870.14587	1905.1708
BFA	2006	14343.529	522.8901096	36.985008	900.63855	1973.5588
BFA	2007	14797.172	479.2667826	35.255966	904.82764	1987.3058
BFA	2008	15265	471.34	35.210373	898.09814	1985.2928
BFA	2009	15746	455.34	37.321445	900.00134	
BDI	1950	2362.522	50			
BDI	1951	2403.6819	50			
BDI	1952	2445.6179	50			
BDI	1953	2488.3479	50			
BDI	1954	2531.886	50			
BDI	1955	2576.249	50			
BDI	1956	2621.4541	50			
BDI	1957	2667.5181	50			
BDI	1958	2714.458	50			
BDI	1959	2763.7219	50			
BDI	1960	2815.405	50	25.590231	263.22498	504.56589
BDI	1961	2894.1531	50	27.262833	219.21266	421.07574
BDI	1962	2961.915	50	29.160875	233.82216	450.03601
BDI	1963	3008.458	50	21.537964	247.05008	476.34567
BDI	1964	3088.8269	50	25.884096	258.81949	501.17059
BDI	1965	3170.6531	84.375	22.621973	268.09433	520.49835
BDI	1966	3253.6101	87.5	23.501343	271.71021	528.97961
BDI	1967	3330.989	87.5	22.435463	302.55661	590.36224
BDI	1968	3400.7749	87.5	23.400471	296.29736	579.45172
BDI	1969	3460.144	87.5	21.515736	286.9028	563.01788
BDI	1970	3521.9131	87.50000009	22.064007	354.47455	698.56702
BDI	1971	3596.811	87.5	22.636591	356.23453	703.02722
BDI	1972	3529.9829	87.5	26.854851	344.94287	681.33594
BDI	1973	3540.0659	80.02608333000001	24.257076	366.62762	725.9035
BDI	1974	3594.958	78.75	25.206125	357.97046	710.64111
BDI	1975	3676.3081	78.75	27.679001	345.97177	687.23126
BDI	1976	3749.0769	86.25	29.809608	383.35532	762.91675
BDI	1977	3834.415	90	35.162819	401.54773	801.95471
BDI	1978	3929.9741	90	31.757498	410.47372	821.02368
BDI	1979	4119.7891	90	38.434673	390.65082	782.70331
BDI	1980	4299.5552	90	28.974602	370.06741	742.70551
BDI	1981	4480.3379	90	27.44451	394.97479	791.44843
BDI	1982	4580.4102	90	33.801865	381.84229	761.57416
BDI	1983	4692.2622	92.94833333	31.938343	385.76422	766.7749
BDI	1984	4802.8892	119.7091667	31.965696	376.01263	745.17303
BDI	1985	4906.8618	120.69075	27.580156	414.55313	821.69678
BDI	1986	5002.688	114.1710833	29.186605	425.09564	843.54852
BDI	1987	5126.0229	123.5638333	29.877428	432.75836	860.82806
BDI	1988	5257.314	140.395	32.143723	455.56931	909.68201
BDI	1989	5379.124	158.6666667	29.632187	437.54138	876.60406
BDI	1990	5505.1128	171.2554167	34.193211	449.07117	905.37091
BDI	1991	5674	181.5125833	37.925652	456.87656	925.08044
BDI	1992	5856	208.3026667	32.852646	454.40231	924.38385
BDI	1993	5685	242.78	38.293278	420.68652	862.07367
BDI	1994	5750	252.6625	33.556995	405.6012	832.09967
BDI	1995	6165	249.7575	40.210114	353.47357	726.84943
BDI	1996	6204	302.7466667	21.617029	321.96054	664.51947
BDI	1997	6244	352.3508333	19.479259	412.72241	856.63385
BDI	1998	6417	447.7658333	21.788309	426.58093	887.5332
BDI	1999	6631	563.5625	18.77091	407.08249	844.66797
BDI	2000	6823	720.6733333	23.112194	395.54874	815.43262
BDI	2001	7043	830.3533333	23.624237	388.90448	791.67834
BDI	2002	7287	930.7491667	24.031715	394.94177	793.09558
BDI	2003	7553	1082.62	27.786236	375.13788	740.02008
BDI	2004	7859	1100.9	28.23353	375.03595	727.67596
BDI	2005	8162	1081.577167	36.621365	368.53586	703.81299
BDI	2006	8465	1028.683553	44.399746	373.73087	702.84656
BDI	2007	8783	1081.869683	32.464165	370.8801	687.90002
BDI	2008	9139	1234.98	24.972841	369.58102	677.42548
BDI	2009	9511	1230.5	23.126421	368.06598	
KHM	1950	4471.1699				
KHM	1951	4581.1499				
KHM	1952	4693.8359				
KHM	1953	4809.293				
KHM	1954	4927.5898	4			
KHM	1955	5048.7969	4			
KHM	1956	5183.8599	4			
KHM	1957	5322.5361	4			
KHM	1958	5464.9219	4			
KHM	1959	5611.1172	4			
KHM	1960	5761.2231	4			
KHM	1961	5919.4868	4			
KHM	1962	6083.6191	4			
KHM	1963	6253.9902	4			
KHM	1964	6426.9712	4			
KHM	1965	6602.4019	4			
KHM	1966	6780.293	4			
KHM	1967	6960.5239	4			
KHM	1968	7143.2041	4			
KHM	1969	7328.687	4			
KHM	1970	7395.6909	55.54	17.312159	1097.1071	2400.4224
KHM	1971	7388.311	75.82166667	17.311113	1043.3439	2273.7075
KHM	1972	7452.2402	162.25	17.312073	978.1507	2123.186
KHM	1973	7535.6729	244.9166667	17.31329	784.07001	1695.193
KHM	1974	7610.2358	4	17.307974	735.77258	1584.5183
KHM	1975	7491.2681	4	17.314953	737.34717	1581.6859
KHM	1976	7227.1538	4	17.316942	764.30176	1633.1111
KHM	1977	6991.4741	4	17.292028	674.16095	1434.9161
