country;isocode;year;pop;xrat;currency_unit;ppp;tcgdp;cgdp;cgdp2;cda2;cc;cg;ci;p;p2;pc;pg;pi;openc;cgnp;y;y2;rgdpl;rgdpl2;rgdpch;kc;kg;ki;openk;rgdpeqa;rgdpwok;rgdpl2wok;rgdpl2pe;rgdpl2te;rgdpl2th;rgdptt
Afghanistan;AFG;1950;8150.3682;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Afghanistan;AFG;1951;8284.4727;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Afghanistan;AFG;1952;8425.333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Afghanistan;AFG;1953;8573.2168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Afghanistan;AFG;1954;8728.4082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Afghanistan;AFG;1955;8891.209;.016799999;Afghani;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Afghanistan;AFG;1956;9061.9385;.02;Afghani;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Afghanistan;AFG;1957;9240.9336;.02;Afghani;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Afghanistan;AFG;1958;9428.5557;.02;Afghani;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Afghanistan;AFG;1959;9624.6064;.02;Afghani;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Afghanistan;AFG;1960;9829.4502;.02;Afghani;;;;;;;;;;;;;;;102.0661;;;;;;;;;;;;;;;;
Afghanistan;AFG;1961;10043.473;.02;Afghani;;;;;;;;;;;;;;;102.02429;;;;;;;;;;;;;;;;
Afghanistan;AFG;1962;10267.083;.02;Afghani;;;;;;;;;;;;;;;102.03252;;;;;;;;;;;;;;;;
Afghanistan;AFG;1963;10500.711;.03517833;Afghani;;;;;;;;;;;;;;;102.071;;;;;;;;;;;;;;;;
Afghanistan;AFG;1964;10744.167;.045000002;Afghani;;;;;;;;;;;;;;;101.94444;;;;;;;;;;;;;;;;
Afghanistan;AFG;1965;10997.885;.045000002;Afghani;;;;;;;;;;;;;;;101.98676;;;;;;;;;;;;;;;;
Afghanistan;AFG;1966;11262.324;.045000002;Afghani;;;;;;;;;;;;;;;102.06349;;;;;;;;;;;;;;;;
Afghanistan;AFG;1967;11537.966;.045000002;Afghani;;;;;;;;;;;;;;;102.12483;;;;;;;;;;;;;;;;
Afghanistan;AFG;1968;11825.32;.045000002;Afghani;;;;;;;;;;;;;;;102.10355;;;;;;;;;;;;;;;;
Afghanistan;AFG;1969;12122.74;.045000002;Afghani;;;;;;;;;;;;;;;102.05047;;;;;;;;;;;;;;;;
Afghanistan;AFG;1970;12430.623;.044998426;Afghani;.03093249;2544.1587;204.66864;217.07068;221.59967;87.916222;6.7679834;7.4022098;68.741272;67.102982;73.32621;29.619366;50.740002;21.728109;102.03317;4.0944114;4.3425145;861.12604;876.19897;858.01392;87.201813;6.8749719;7.2829423;11.400791;1081.4242;2573.7576;2628.3066;;;;855.02844
Afghanistan;AFG;1971;12749.385;.044998426;Afghani;.029717164;2772.7083;217.4778;233.17421;244.80351;89.119675;7.4808931;8.3868179;66.040451;64.44854;71.537811;28.417608;43.002991;27.063139;102.0631;4.055829;4.3485579;881.32355;895.22284;878.0564;87.429642;7.3914394;8.1368999;16.542793;1107.6788;2638.926;2690.5183;;;;864.05524
Afghanistan;AFG;1972;13079.46;.044998426;Afghani;.028351007;2532.4485;193.62027;203.81552;210.39168;87.770935;7.9232154;7.5323763;63.00444;62.006382;67.061218;26.831675;54.753582;32.86908;102.22828;3.3164778;3.4911098;751.5058;759.71704;748.66528;86.215263;7.894959;7.2236109;17.784399;945.29895;2254.3721;2287.6509;;;;737.91553
Afghanistan;AFG;1973;13421.301;.044998426;Afghani;.026877329;2901.9722;216.22137;225.40544;229.3324;87.433868;7.4293375;6.878963;59.729485;59.029064;62.413742;25.116047;63.45211;27.692308;102.17937;3.3449595;3.4870377;793.84167;803.67871;790.80188;85.948303;7.4510479;6.5006189;18.505093;999.40045;2385.8342;2424.6833;;;;779.62061
Afghanistan;AFG;1974;13772.076;.044998426;Afghani;.028326567;3424.2283;248.63559;257.75375;259.82141;85.822807;6.9870234;7.9923525;62.950127;62.43116;65.391739;26.220434;69.019089;28.86598;102.16496;3.5769737;3.7081513;813.16327;826.25006;810.49384;85.76857;7.0986094;7.7850194;24.503937;1025.2087;2449.9578;2497.5857;;;;812.0152
Afghanistan;AFG;1975;14132.019;.044998426;Afghani;.02650754;4017.5833;284.2894;296.21057;300.76675;83.371674;9.2579794;8.9085112;58.907703;58.671669;62.120792;24.890762;64.57296;26.948357;102.15963;3.7807164;3.9392538;853.50818;855.57556;850.5365;83.485985;9.4178371;8.6125698;25.60025;1076.8287;2575.9639;2591.2251;;;;853.50818
Afghanistan;AFG;1976;14501.369;.044998426;Afghani;.025895827;4440.7153;306.22733;319.19638;324.28168;79.728386;9.1057739;12.75899;57.548294;57.255447;60.702484;24.65892;61.57692;28.086956;102.17391;3.6892626;3.8455069;874.2868;879.01385;872.37891;79.311348;9.3292227;12.117267;30.734682;1105.1936;2647.2288;2667.3625;;;;867.25995
Afghanistan;AFG;1977;14880.372;.044998426;Afghani;.029043272;4575.772;307.50385;320.37289;330.12006;82.352852;9.472312;11.217281;64.542862;64.349342;67.976326;27.331453;71.436401;26.48608;102.18208;3.3621776;3.5028846;811.64496;814.56195;809.24915;82.644691;9.6902704;10.988956;33.158112;1025.8767;2460.4226;2476.5757;;;;814.17188
Afghanistan;AFG;1978;15269.281;.044998426;Afghani;.028059935;5292.0581;346.582;360.94376;371.4614;80.594109;9.7467642;12.573053;62.357594;62.267834;65.803162;26.300716;68.800148;24.713804;102.15488;3.3881135;3.528511;850.24615;852.71356;847.93469;81.395042;9.9750385;12.209496;33.928165;1075.6111;2583.0493;2597.6069;;;;856.04517
Afghanistan;AFG;1979;15555.612;.043730754;Afghani;.029066822;5563.5151;357.65326;372.64731;382.0293;80.892914;9.4376984;12.187048;66.46769;66.240723;70.081169;28.244696;72.609634;26.428947;102.10397;3.1633582;3.2959771;811.78625;814.96613;809.51874;81.068283;9.6645317;11.753057;25.13109;1027.5427;2470.823;2487.4495;;;;811.78625
Afghanistan;AFG;1980;15112.149;.044129167;Afghani;.027217239;5904.5737;390.71701;407.21878;418.71552;81.058617;9.5975943;12.167028;61.676308;61.518406;65.200218;25.992771;66.913589;25.876278;102.05479;3.2134278;3.3491457;805.0127;807.83374;802.7049;81.400917;9.7416992;11.64659;24.591383;1019.5515;2454.8032;2470.488;;;;805.0127
Afghanistan;AFG;1981;13812.973;.049479902;Afghani;.026087241;6598.248;477.68488;498.13879;511.83627;80.785484;9.673831;12.290421;52.722904;52.582394;55.698402;22.090597;57.747894;25.67301;102.09058;3.5375452;3.689019;899.64185;902.80737;897.16693;81.077278;9.7626486;11.878043;24.399502;1140.4154;2748.6123;2765.8926;;;;899.64185
Afghanistan;AFG;1982;12881.816;.050599609;Afghani;.024545051;7089.2588;550.33069;574.42938;589.91724;80.988396;9.5713005;12.136511;48.508381;48.314167;51.178791;20.43;53.258926;25.992744;100;3.956775;4.1300402;984.07477;987.73657;981.32947;81.193031;9.7114458;11.760101;24.709082;1248.3647;3017.042;3036.7405;;;;984.07477
Afghanistan;AFG;1983;12934.937;.050599609;Afghani;.022316327;7707.8223;595.89172;621.08698;638.21484;81.239571;9.5115948;12.006551;44.103756;43.974976;46.415039;18.732464;48.96162;25.847343;100;3.979074;4.1473155;1028.3269;1032.0569;1025.453;81.230446;9.7314911;11.762115;24.567768;1305.5079;3158.6465;3178.988;;;;1028.3269
Afghanistan;AFG;1984;13387.737;.050599605;Afghani;.020889482;8139.8496;608.00787;633.80341;651.14612;81.197617;9.3853445;12.153341;41.283882;41.146832;43.434895;17.782869;45.423462;25.8377;100;3.6821079;3.838326;1011.7702;1015.4163;1008.9495;81.1642;9.7380762;11.799872;24.558317;1285.4955;3118.9644;3138.9551;;;;1011.7702
Afghanistan;AFG;1985;13796.928;.050599605;Afghani;.020031057;8391.3105;608.20142;634.55011;651.85748;81.035233;9.5213003;12.170972;39.587379;39.470821;41.746113;16.801994;43.396343;25.892595;100;3.4634523;3.613497;984.37811;987.92554;981.62769;81.189056;9.7342682;11.773479;24.610567;1251.6576;3040.1785;3059.6833;;;;984.37811
Afghanistan;AFG;1986;13856.1;.050599605;Afghani;.019026913;8830.7051;637.31531;664.54993;682.77179;81.076859;9.3518553;12.31327;37.602886;37.465466;39.634834;16.256599;40.761803;25.859213;100;3.4639628;3.6119895;1009.5257;1013.1453;1006.7053;81.190765;9.7386503;11.778183;24.578245;1284.4661;3123.251;3143.2307;;;;1009.5257
Afghanistan;AFG;1987;13867.957;.050599605;Afghani;.017900312;8162.2241;588.5672;613.31189;630.09235;80.870865;9.3722363;12.49294;35.376385;35.275871;37.376503;15.271727;37.814342;25.863171;100;3.0391994;3.1669741;905.16101;908.36914;902.63226;81.173553;9.7452679;11.783217;24.581068;1152.4255;2809.6292;2827.4863;;;;905.16101
Afghanistan;AFG;1988;14076.478;.050599605;Afghani;.01740595;7745.1982;550.22272;572.97089;588.64874;80.919838;9.3823977;12.434008;34.399376;34.322323;36.323818;14.842604;36.927605;25.871658;100;2.6623027;2.7723718;818.00616;820.87354;815.71637;81.173882;9.7506227;11.777442;24.588184;1042.1329;2543.3469;2559.4268;;;;818.00616
Afghanistan;AFG;1989;14511.868;.050599605;Afghani;.02263636;7470.9009;514.81317;535.21765;549.8786;80.95105;9.3378353;12.450367;44.73624;44.690212;47.219131;19.408689;47.968079;25.864681;100;2.3399813;2.4327259;737.48492;740.04053;735.41931;81.167786;9.7571802;11.778679;24.580549;940.15851;2297.468;2311.905;;;;737.48492
Afghanistan;AFG;1990;14669.339;.050599605;Afghani;.024327075;7533.4458;513.55048;533.81744;548.44275;81.040672;9.2410336;12.458056;48.077599;48.005604;50.688309;21.079762;51.521751;25.866503;100;2.2311735;2.3192255;706.79395;709.23724;704.81421;81.164742;9.7584629;11.779216;24.58209;901.61884;2210.5964;2224.469;;;;706.79395
Afghanistan;AFG;1991;14871.963;.050599605;Afghani;.023473512;7201.0137;484.20062;503.47778;535.65393;84.137993;9.9496489;12.303137;46.390701;46.488602;49.126354;19.812754;50.188339;34.523724;100;2.0639877;2.1461599;644.87885;646.508;642.79108;84.39566;10.204805;11.709842;32.71476;823.02618;2024.4008;2036.1071;;;;644.87885
Afghanistan;AFG;1992;16317.921;.050599605;Afghani;.022893565;7679.8232;470.63736;489.30841;538.48029;87.770462;10.144649;12.134151;45.244549;45.36108;47.815468;19.833149;49.480072;43.180939;100;1.9231406;1.9994352;613.09253;614.07391;610.87506;87.607925;10.648634;11.640862;40.800617;782.87445;1928.3885;1938.4866;;;;613.09253
Afghanistan;AFG;1993;18371.582;.050599605;Afghani;.02238657;6022.4834;327.81516;340.86115;387.50989;91.00251;10.572071;12.110976;44.242577;44.42992;46.872395;19.454645;48.329948;51.838154;100;1.2918392;1.3432503;418.81039;419.06955;417.14938;90.792152;11.099408;11.571567;48.837059;535.09088;1321.8594;1327.944;;;;418.81039
Afghanistan;AFG;1994;19900.668;.42509994;Afghani;.18378477;4890.9097;245.7661;255.57182;299.72189;94.190773;11.221509;11.862722;43.233307;43.574585;45.930786;18.680925;48.069187;60.495361;100;.92258829;.95939833;307.71402;307.61258;306.38239;93.962189;11.543279;11.502995;56.828106;393.36554;972.67407;976.57965;;;;307.71402
Afghanistan;AFG;1995;20881.48;.83333331;Afghani;.3529813;7640.4043;365.8938;380.6084;460.14423;97.382339;11.532421;11.982257;42.357754;42.716816;45.118973;18.518;46.483688;69.152565;100;1.3269612;1.3803256;450.09756;449.5697;448.02704;97.13015;11.969275;11.435963;64.779503;575.74969;1427.161;1432.075;;;;450.09756
Afghanistan;AFG;1996;21559.924;2.5000224;Afghani;1.0356177;7541.7827;349.80563;363.5798;452.49161;100.80619;12.05096;11.597397;41.424335;41.945515;44.12925;18.010365;46.824253;77.809761;100;1.2140157;1.2618196;422.02579;421.14838;419.93811;100.26926;12.403287;11.36853;72.681763;539.93536;1339.7731;1343.6343;;;;422.02579
Afghanistan;AFG;1997;22227.414;3.00003;Afghani;1.2309195;7420.7578;333.85611;342.1882;434.86096;99.267372;2.3505726;25.464449;41.030239;43.268185;45.463242;94.009415;22.387381;85.646133;100;1.1032113;1.1307443;442.44934;472.17703;442.61414;88.854019;2.0986116;22.681019;57.214245;569.2464;1414.1797;1508.635;;;;388.40744
Afghanistan;AFG;1998;22912.814;3.0000525;Afghani;1.2258507;7203.0386;314.36725;321.79758;420.27823;102.86033;2.4244242;25.318546;40.860973;43.05238;45.072094;93.942627;22.548536;94.092834;100;.9973945;1.0209687;418.89786;447.27039;419.0473;90.673431;2.1552465;22.589964;62.186844;539.25867;1340.6279;1430.9199;;;;363.01114
Afghanistan;AFG;1999;23646.129;45.106377;Afghani;18.193449;7053.7285;298.30374;305.2757;409.09424;105.7591;2.4995914;25.749434;40.334538;42.568913;44.591221;92.972366;22.006613;102.51654;100;.90317786;.92428696;396.41119;423.56735;396.57663;92.499382;2.1693318;22.483448;67.001175;510.55432;1270.0436;1356.4818;;;;339.15933
Afghanistan;AFG;2000;23898.197;61.628876;Afghani;24.299866;6975.0425;291.86478;298.84698;410.57993;108.38703;2.5614917;26.439491;39.429352;41.656693;43.7887;91.566772;21.066214;110.91734;100;.84339738;.86357373;382.67038;409.07068;382.83063;94.234505;2.2294638;22.398848;71.76886;493.16138;1226.7943;1310.8815;;;;323.40588
Afghanistan;AFG;2001;23997.412;65.689461;Afghani;24.911263;6860.4951;285.8848;291.8837;408.6933;109.77629;2.6257074;27.617239;37.922771;40.212246;42.111191;90.166367;20.847414;113.08431;100;.80885875;.82583153;369.81461;395.73965;370.05493;94.162018;2.2802899;23.4676;70.534035;477.1178;1186.1138;1268.4393;;;;308.87231
Afghanistan;AFG;2002;25268.404;41.459431;Afghani;15.82866;12418.992;491.48303;501.18295;647.2157;104.91069;2.3530543;21.873861;38.178673;39.887341;41.483227;87.859169;20.309862;92.156723;92.82122;1.3578058;1.3846036;604.68738;643.815;604.87671;93.330078;2.0974391;19.038788;61.972836;779.9458;1935.0981;2059.668;;;;527.85767
Afghanistan;AFG;2003;27060.359;48.762753;Afghani;15.886549;14689.345;542.8363;573.63239;836.15338;109.85113;11.393871;24.51968;32.579269;32.9431;37.434467;18.469606;21.551222;132.77983;99.851273;1.4448197;1.5267869;636.04114;650.99188;636.19055;99.88707;10.499883;22.189816;96.003075;819.71924;2033.8098;2081.1274;;;;575.92725
Afghanistan;AFG;2004;28513.678;47.845314;Afghani;16.399315;16629.17;583.19977;625.64044;892.2735;101.42171;13.242376;27.953541;34.2757;35.464722;41.629471;17.385553;21.343386;107.82781;100.14621;1.4693993;1.5763305;618.11182;627.49835;618.21582;99.10247;13.010365;27.18075;89.008484;796.20746;1970.3533;1999.9382;;;;595.88678
Afghanistan;AFG;2005;29928.986;49.494598;Afghani;16.971991;19947.041;666.479;700.10309;998.87463;100.13799;15.641736;26.895636;34.290592;35.234756;37.027859;14.604609;39.866646;96.466599;100.16354;1.5669022;1.6459529;666.479;666.479;666.479;100.13799;15.641736;26.895636;89.372757;858.11011;2112.7668;2112.7668;;;;666.479
Afghanistan;AFG;2006;31056.996;49.925331;Afghani;17.983099;22669.787;729.94135;775.01538;1063.9862;97.468422;15.538661;24.278732;36.019989;37.439335;37.522755;15.734062;48.70047;86.899055;106.31245;1.6343139;1.7352332;687.72736;684.90045;687.72736;100.45452;15.859928;24.67687;81.173874;885.24274;2170.6919;2161.7693;;;;702.31409
Afghanistan;AFG;2007;31889.924;49.962151;Afghani;19.434278;26017.381;815.84961;868.30176;1173.6975;94.78817;17.761005;22.622435;38.897999;40.84457;41.633812;15.919001;52.584888;73.880058;104.56481;1.7561144;1.8690176;736.48022;721.57916;736.49396;99.230141;18.136976;23.08882;74.361481;947.87006;2309.4292;2262.6609;;;;761.59033
Afghanistan;AFG;2008;24506.84;52.139999;Afghani;19.455217;27867.434;1137.1289;1209.0958;1594.5516;96.07;16.129812;19.679859;37.313423;39.086334;39.243561;15.860665;52.353226;69.968475;90.531075;2.408685;2.5611267;1009.8645;996.47162;1008.9504;98.824463;16.133448;19.766256;69.384521;1298.373;3147.1577;3108.2336;;;;1025.7273
Afghanistan;AFG;2009;25390.063;48.740002;Afghani;18.842724;33570.254;1322.1809;1409.7233;1763.0939;92.298653;15.360679;17.407331;38.659672;40.357632;40.402584;16.044695;55.667198;61.732811;90.531075;2.8986373;3.0905578;1170.9935;1157.0225;1169.7128;94.299561;15.047041;17.897961;61.251545;1504.7041;;;;;;1184.6343
Albania;ALB;1950;1227.156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Albania;ALB;1951;1254.119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Albania;ALB;1952;1282.697;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Albania;ALB;1953;1314.608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Albania;ALB;1954;1352.9821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Albania;ALB;1955;1392.1639;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Albania;ALB;1956;1434.476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Albania;ALB;1957;1476.505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Albania;ALB;1958;1521.417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Albania;ALB;1959;1571.329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Albania;ALB;1960;1623.114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Albania;ALB;1961;1676.635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Albania;ALB;1962;1728.137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Albania;ALB;1963;1779.715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Albania;ALB;1964;1832.2841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Albania;ALB;1965;1883.652;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Albania;ALB;1966;1932.963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Albania;ALB;1967;1984.0601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Albania;ALB;1968;2038.698;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Albania;ALB;1969;2100.2629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Albania;ALB;1970;2156.6121;5;Lek;9.6133718;1220.72;566.03595;579.61243;578.69623;49.356392;5.9218893;44.563641;192.26743;197.64998;229.57747;186.85858;151.62761;44.74128;100.07869;11.32359;11.595189;2423.491;2517.4854;2464.8276;48.10807;5.9113946;43.086796;44.493172;3117.4236;6677.7012;6820.3608;;7857.7549;;2357.3625
Albania;ALB;1971;2208.719;5;Lek;9.0365229;1335.9077;604.83374;620.56653;619.56531;49.249256;6.0087094;44.580688;180.73047;185.63354;216.28339;173.14726;142.44124;44.741505;100.0787;11.279782;11.57319;2461.1062;2556.5017;2503.082;48.118366;5.9126596;43.075932;44.494511;3155.7939;6733.8682;6877.5796;;7922.2603;;2394.0576
Albania;ALB;1972;2263.554;5;Lek;8.5245724;1456.8127;643.59528;660.04675;658.91644;48.987133;5.9338832;44.907745;170.49146;175.45488;205.13406;165.38437;133.34071;44.75729;100.07827;11.023998;11.305791;2497.9363;2594.7258;2540.5361;48.120312;5.9128985;43.068188;44.501377;3192.9172;6787.1172;6931.8862;;7989.522;;2430.0107
Albania;ALB;1973;2295.6909;5;Lek;7.931376;1610.8428;701.68103;716.49878;715.49316;48.637035;5.8577313;45.36488;158.62752;164.28476;192.17799;155.79572;122.99448;44.72504;100.07729;10.855053;11.084286;2561.4465;2660.9465;2605.1628;48.085533;5.9086251;43.116272;44.483627;3263.8499;6911.7217;7059.7202;;8051.1987;;2491.2036
Albania;ALB;1974;2347.9241;5;Lek;7.1446834;1839.3024;783.3739;806.40869;805.02704;48.982338;5.9204659;44.925861;142.89366;146.59587;171.96437;139.03238;111.67638;44.742191;100.07909;11.269938;11.601327;2604.708;2705.4861;2649.0823;48.149246;5.9164538;43.043346;44.498528;3308.4761;6980.0557;7128.6738;;8130.7417;;2534.0837
Albania;ALB;1975;2401.1079;5;Lek;6.4697237;2089.7102;870.31079;899.48859;897.68372;48.744934;5.8960562;45.158356;129.39447;132.78464;156.48784;126.29357;100.51932;44.804638;100.08012;11.574115;11.962146;2650.1155;2752.6946;2695.2612;48.126148;5.9136157;43.04496;44.521973;3355.637;7053.3726;7203.6733;;8217;;2578.4543
Albania;ALB;1976;2454.824;5;Lek;6.0297947;2307.147;939.8421;970.92908;970.45776;48.432945;5.7783871;45.740128;120.59589;123.92992;146.59146;119.88322;93.152069;44.628288;100.07874;11.322714;11.697232;2694.3735;2799.8254;2740.4929;47.98111;5.8957939;43.260628;44.430332;3394.9868;7123.2358;7277.4556;;8300.2646;;2618.625
Albania;ALB;1977;2509.0481;5;Lek;5.6012077;2553.0408;1017.5337;1052.3311;1049.5607;49.178467;5.9279337;44.630333;112.02415;114.5768;134.43729;109.27485;87.653969;44.793648;100.0761;11.125483;11.50595;2742.0007;2846.8215;2788.3357;48.340157;5.9399123;42.824837;44.543179;3437.1658;7198.9009;7349.8994;;8390.4102;;2670.198
Albania;ALB;1978;2563.376;5;Lek;5.1433477;2862.4192;1116.6599;1156.4155;1153.0591;48.56995;5.889524;45.250282;102.86696;105.55976;124.87934;100.2132;79.543716;44.991974;100.07242;10.916235;11.304877;2796.1902;2904.5635;2843.594;48.056839;5.9050994;43.049805;44.592319;3488.0256;7292.5742;7448.9346;;8501.1611;;2721.1946
Albania;ALB;1979;2617.679;6.1671233;Lek;4.7123275;3216.3308;1228.6957;1271.45;1276.6237;48.272972;5.8049946;46.328949;76.410461;78.452599;92.817345;75.195343;59.509296;44.099243;100.08807;10.867522;11.245673;2837.7065;2952.4434;2886.8188;47.544567;5.8421526;43.909763;44.154507;3523.6987;7354.3496;7521.5322;;8584.9795;;2748.8457
Albania;ALB;1980;2671.4121;7;Lek;4.1553674;3737.8164;1399.1913;1447.0914;1433.9668;49.465019;6.0135093;43.614506;59.362392;60.710033;71.347496;58.2131;45.856804;45.289726;100.08526;11.507562;11.901513;2898.2402;3001.179;2945.5376;49.409607;6.0713239;41.526791;44.879307;3577.8442;7454.5229;7595.3398;;8668.3145;;2839.2078
Albania;ALB;1981;2724.272;7;Lek;3.7933366;4235.3213;1554.6617;1616.6373;1610.6121;47.801243;5.8412776;45.984779;54.190521;55.700348;66.659515;51.979931;41.479553;45.586952;100.07182;11.51321;11.972177;2975.7681;3095.8513;3027.6489;47.203049;5.8001876;43.727764;44.740406;3671.3179;7597.9814;7769.1382;;8863.8916;;2890.2542
Albania;ALB;1982;2780.0969;7;Lek;3.685605;4486.916;1613.9423;1664.0798;1705.7179;47.278702;5.7401147;49.483349;52.651501;54.177185;64.21534;51.714497;41.87381;41.421055;100.06294;11.603944;11.964423;2974.4517;3109.8572;3029.5742;45.988258;5.6509175;46.522362;42.824406;3667.4055;7545.7866;7745.748;;8847.7725;;2842.2678
Albania;ALB;1983;2837.3149;7;Lek;3.4793525;4804.917;1693.4733;1747.1267;1769.894;49.402699;5.9326377;45.967793;49.705032;51.085129;60.318989;48.271286;38.568008;37.788013;100.05402;11.308187;11.666459;2978.2864;3098.3276;3030.9983;48.470509;5.9559298;44.187206;42.777046;3662.9009;7515.4277;7682.3726;;8785.0244;;2896.1267
Albania;ALB;1984;2895.998;7;Lek;3.298913;5002.5566;1727.4034;1776.5266;1788.6115;52.939289;6.2668371;41.474121;47.127331;48.166546;55.918644;46.464737;36.045364;35.555958;100.1663;10.461189;10.758681;2935.0684;3025.2617;2983.54;51.825989;6.3682427;39.43729;45.976875;3599.4382;7376.1348;7479.2817;;8550.5049;;2844.968
Albania;ALB;1985;2956.697;7;Lek;3.2522216;5182.9185;1752.942;1791.0222;1817.9954;52.379627;6.3074088;42.818981;46.460308;47.469048;54.82909;44.989704;36.511314;34.056717;100.07124;9.9822712;10.199121;2915.4434;3010.4041;2964.4509;51.069725;6.2753148;40.308197;44.441967;3570.3577;7288.7632;7401.7495;;8445.042;;2802.3572
Albania;ALB;1986;3015.438;7;Lek;3.0809662;5642.0615;1871.0586;1925.3444;1928.4771;51.483093;6.0833855;42.59623;44.013802;45.369213;53.600605;44.052883;32.431526;30.299719;100.0046;10.169656;10.464712;3019.2539;3116.96;3069.6111;50.608692;6.2186642;39.996948;45.322094;3689.4321;7485.2188;7600.6777;;8622.083;;2918.2659
Albania;ALB;1987;3075.321;7;Lek;2.9196796;5906.8125;1920.7141;1985.7167;1987.7699;53.951912;6.399569;39.751911;41.709709;42.988544;50.906254;41.2649;29.306734;31.055317;100.01855;9.9180403;10.253696;2976.8706;3054.3408;3022.1882;53.735573;6.6028876;37.204018;45.096329;3625.0015;7315.7871;7393.6187;;8326.1514;;2900.4951
Albania;ALB;1988;3136.843;6.6700001;Lek;2.8518023;5961.4927;1900.4753;1957.9514;1995.1123;54.847023;6.5053077;40.545616;42.755657;43.986668;51.888027;40.815754;30.833227;34.789719;100.00941;9.1956234;9.4737263;2875.1768;2951.8572;2919.7219;54.06673;6.643579;37.739792;44.075783;3494.9465;7026.7905;7104.1294;;7958.2925;;2774.377
Albania;ALB;1989;3195.8;6.1300001;Lek;2.7698128;6741.9717;2109.635;2168.4641;2200.0125;51.665165;6.0919023;43.697811;45.184551;46.760494;55.998199;42.899883;32.813652;37.44136;99.99572;9.5889282;9.8563242;3057.5728;3159.5906;3110.9402;51.202721;6.291657;40.860916;43.597324;3716.2495;7424.2402;7540.3438;;8444.832;;2960.8025
Albania;ALB;1990;3250.7781;7.7458334;Lek;2.4219539;6941.0898;2135.2087;2277.198;2424.9636;57.354008;6.6840434;42.450871;31.26783;33.299866;41.561523;31.334269;17.998985;37.112606;99.909592;9.2766371;9.8935232;2762.2939;2845.7556;2810.5938;61.109436;7.5089684;42.700481;28.128424;3350.636;6700.2397;6784.063;;7651.0098;;2862.2893
Albania;ALB;1991;3181;16.245832;Lek;3.2752399;5008.4883;1574.5011;1591.6842;1914.9323;99.027214;11.90029;9.3810482;20.160494;20.000467;20.059492;24.560251;15.771478;34.816387;98.0951;6.7115798;6.7848258;2390.9299;2293.0796;2380.0544;87.118713;10.704921;7.8309684;15.622999;2836.3528;5822.2275;5609.4648;;6188.8184;;2123.0803
Albania;ALB;1992;3072;75.032501;Lek;12.842334;4145.04;1349.2969;1410.7621;2459.2102;148.65446;17.36953;8.2938623;17.115696;16.965588;18.295376;12.732678;10.731008;100.00271;95.942291;5.5135608;5.7647223;2423.2471;2285.75;2405.1372;107.6273;13.224962;5.7714119;42.769901;2865.2166;5924.7617;5630.666;;6048.2593;;1817.5032
Albania;ALB;1993;3066;102.0625;Lek;24.920208;5029.6523;1640.4607;1716.7209;2481.8904;111.44286;13.013062;20.115635;24.416616;24.535166;27.253998;17.406076;16.022331;77.71508;99.022881;6.464654;6.7651772;2490.845;2411.9961;2485.1426;93.552368;11.495471;16.17165;45.393127;2959.4651;6025.1357;5847.7944;;6355.106;;2098.8906
Albania;ALB;1994;3111;94.623337;Lek;31.321304;5998.8252;1928.2627;1994.6405;2522.8662;89.447495;10.658768;26.375988;33.101036;33.348465;37.229446;28.245104;22.463934;50.302006;100.25179;7.2385597;7.4877372;2569.113;2535.0308;2573.8887;83.853508;10.303701;24.034971;37.693195;3064.051;6163.3413;6070.2939;;6792.8345;;2399.4822
